id,judul,isi,kategori,input_text,urgency,intent,location,object,sentiment,summary
6341677,Jalan Utama Tapi Seperti Kubangan Sawah,"Kepada bupati pesawaran.tolong pak sekali kali lewat ke arah way awi kecamatan waylima, jalan utama dari desa padangmanis s.d perbatasan desa pekondoh banjar kecamatan waylima jalannya rusak parah seperti kubangan. entah kenapa ini rusaknya disisakan padahal jalan yg lainnya sudah dibenerin.ini entah apa tujuannya disisakan yg rusak parah ini?tolong segera diperbaiki karena sangat2 tidak nyaman apalagi bila turun hujan anak2 saja bisa renang di kubangan2 itu bahkan bisa tebar bibit ikan.mohon perhatiannya segera diperbaiki. jangan menunggu akhir tahun.setidaknya masyarakat bisa merasakan fasilitas yang nyaman.ini jalan utama sangat memalukan apabila jalannya kondisinya seperti kubangan itu. terimakasih",Infrastruktur,"Judul: Jalan Utama Tapi Seperti Kubangan Sawah
Laporan: Kepada bupati pesawaran.tolong pak sekali kali lewat ke arah way awi kecamatan waylima, jalan utama dari desa padangmanis s.d perbatasan desa pekondoh banjar kecamatan waylima jalannya rusak parah seperti kubangan. entah kenapa ini rusaknya disisakan padahal jalan yg lainnya sudah dibenerin.ini entah apa tujuannya disisakan yg rusak parah ini?tolong segera diperbaiki karena sangat2 tidak nyaman apalagi bila turun hujan anak2 saja bisa renang di kubangan2 itu bahkan bisa tebar bibit ikan.mohon perhatiannya segera diperbaiki. jangan menunggu akhir tahun.setidaknya masyarakat bisa merasakan fasilitas yang nyaman.ini jalan utama sangat memalukan apabila jalannya kondisinya seperti kubangan itu. terimakasih",high,complaint,"Desa Padangmanis, Kecamatan Way Lima, Pesawaran",Jalan utama yang rusak parah,negatif,Jalan utama di Desa Padangmanis rusak parah.
6358691,Tukang Parkir,"Mohon bantuan dinas terkait masalah tukang parkir yang ada hampir disetiap pertokoan yang ada di wilayah ngabang terutama jalan tungkul dan jalur 2 ngabang.mengapa harus setiap toko yang diberikan tukang parkir padahal tidak semua toko, pengunjungnya ramai. coba bayangkan jika saya harus berbelanja di 5 toko dengan sekali tarif parkir motor rp. 2000,- kalau ditotal saya harus membayar rp. 10.000,- padahal belum tentu toko yang saya singgahi, barang yang saya cari ada apalagi barang yang dicari cuma harga rp. 5.000,saya merasa ini sudah gaya preman, tukang parkir tidak bisa memberikan karcis dengan cap dinas yang mengelola parkir dan tidak dilengkapi semacam surat penunjukan yang ditempel disetiap toko yang ada maupun kelengkapan perorangan.jadi tidak ada bedanya antara tukang parkir dengan pemalak, dengan alasan parkir menarik uang pengunjung toko semena-mena.mohon ditertibkan.. terima kasih",Sosial,"Judul: Tukang Parkir
Laporan: Mohon bantuan dinas terkait masalah tukang parkir yang ada hampir disetiap pertokoan yang ada di wilayah ngabang terutama jalan tungkul dan jalur 2 ngabang.mengapa harus setiap toko yang diberikan tukang parkir padahal tidak semua toko, pengunjungnya ramai. coba bayangkan jika saya harus berbelanja di 5 toko dengan sekali tarif parkir motor rp. 2000,- kalau ditotal saya harus membayar rp. 10.000,- padahal belum tentu toko yang saya singgahi, barang yang saya cari ada apalagi barang yang dicari cuma harga rp. 5.000,saya merasa ini sudah gaya preman, tukang parkir tidak bisa memberikan karcis dengan cap dinas yang mengelola parkir dan tidak dilengkapi semacam surat penunjukan yang ditempel disetiap toko yang ada maupun kelengkapan perorangan.jadi tidak ada bedanya antara tukang parkir dengan pemalak, dengan alasan parkir menarik uang pengunjung toko semena-mena.mohon ditertibkan.. terima kasih",medium,complaint,"jalan tungkul dan jalur 2 ngabang, wilayah ngabang",tukang parkir di setiap toko,negatif,Tukang parkir setiap toko mengenakan biaya yang tidak masuk akal
6370873,Banjir Kalipecabean,"Min tolong min daerah kalipecabeann di perumahan sama di kampung ini banjirr terusss ga surut ,sekalinya surut kena hujan naik lagii tolong dong dibantu, kasian banyak rumah yang rusak kena banjir terus (alifia berlian no hp 0895631291777)foto dan share lokasi : perum mentari bumi sejahtera jl. arwana 2 blok z no.4 kalipecabean,candi,sidoarjoterima kasih",Lingkungan,"Judul: Banjir Kalipecabean
Laporan: Min tolong min daerah kalipecabeann di perumahan sama di kampung ini banjirr terusss ga surut ,sekalinya surut kena hujan naik lagii tolong dong dibantu, kasian banyak rumah yang rusak kena banjir terus (alifia berlian no hp 0895631291777)foto dan share lokasi : perum mentari bumi sejahtera jl. arwana 2 blok z no.4 kalipecabean,candi,sidoarjoterima kasih",high,complaint,"perumahan Mentari Bumi Sejahtera, jl. Arwana 2 blok Z no.4 Kalipecabean, Candi, Sidoarjo",banjir terus di kalipecabean,negatif,Banjir terus di Kalipecabean mengakibatkan kerusakan rumah
6377044,Banyaknya Coretan Liar Pada Underpass,"Saya keluhkan banyaknya coretan liar di sepanjang jalan baru underpass bekasi timur, kelurahan bekasi jaya, kecamatan bekasi timur, kota bekasi. Pada kedua sisi jalan underpass tersebut dipenuhi berbagai bentuk coretan liar. Akibatnya, merusak estetika kota dan bikin tak enak dipandang mata.Mohon dilakukan pembersihan total terhadap coretan-coretan liar tersebut dengan melakukan pengecatan ulang dan sebagai bentuk pencegahan coretan kembali terulang tolong dipasang kamera pengawas cctv di sana agar bisa diusut dan ditangkap para pelaku coretan liar tersebut. Terima kasih",Lingkungan,"Judul: Banyaknya Coretan Liar Pada Underpass
Laporan: Saya keluhkan banyaknya coretan liar di sepanjang jalan baru underpass bekasi timur, kelurahan bekasi jaya, kecamatan bekasi timur, kota bekasi. Pada kedua sisi jalan underpass tersebut dipenuhi berbagai bentuk coretan liar. Akibatnya, merusak estetika kota dan bikin tak enak dipandang mata.Mohon dilakukan pembersihan total terhadap coretan-coretan liar tersebut dengan melakukan pengecatan ulang dan sebagai bentuk pencegahan coretan kembali terulang tolong dipasang kamera pengawas cctv di sana agar bisa diusut dan ditangkap para pelaku coretan liar tersebut. Terima kasih",medium,complaint,"underpass bekasi timur, kelurahan bekasi jaya, kota bekasi",coretan liar di underpass,negatif,Banyak coretan liar mengganggu estetika underpass Bekasi
6382327,Usaha Bengkel Las Di Lingkungan Rumah Tinggal,"Selamat siang bapak ibu yang berwenang, dengan restu uu ciptaker dan tidak hadirnya uu gangguan (ho) mohon ada penindakan atau pemindahan oleh yang berwenang, terhadap bengkel las mandiri dengan suara mesin pemotong besi, pukulan besi, dan sebagainya yang sangat berisik dari pagi sampai sore, serta jika mengecat baunya ke lingkungan sekitar. sangat mengganggu kesehatan, kenyamanan dan ketentraman warga karena di lingkungan perumahan padat di jalan bdb cilangkap rt 1 rw 15 kel cilangkap kec tapos kota depok, terima kasih. jika observasi dikawal selama 1 hari full selama jam operasi. silahkan di cek sound nya, terima kasih (lampiran terbatas 2mb)",Lingkungan,"Judul: Usaha Bengkel Las Di Lingkungan Rumah Tinggal
Laporan: Selamat siang bapak ibu yang berwenang, dengan restu uu ciptaker dan tidak hadirnya uu gangguan (ho) mohon ada penindakan atau pemindahan oleh yang berwenang, terhadap bengkel las mandiri dengan suara mesin pemotong besi, pukulan besi, dan sebagainya yang sangat berisik dari pagi sampai sore, serta jika mengecat baunya ke lingkungan sekitar. sangat mengganggu kesehatan, kenyamanan dan ketentraman warga karena di lingkungan perumahan padat di jalan bdb cilangkap rt 1 rw 15 kel cilangkap kec tapos kota depok, terima kasih. jika observasi dikawal selama 1 hari full selama jam operasi. silahkan di cek sound nya, terima kasih (lampiran terbatas 2mb)",high,complaint,jalan bdb cilangkap rt 1 rw 15 kel cilangkap kec tapos kota depok,bengkel las mandiri,negatif,Bengkel las mengganggu warga di Depok
6384160,Dinsos Kedai Selingkuh,"Kami sebagai masyarakat sampang menolak keras jika kemensos dinsos sampang mempekerjakan pasangan selingkuh yang sudah jelas merusak rumah tangga. masih dikontrak (tidak dipecat) yg bernama abd halim dan sri wahyuni. apakah dalam kontrak kerja ppkh perselingkuhan di legalkan? kami harap pihak berwenang segra memutuskan kontrak mereka apapun alasannya perselingkuhan tidak dibenarkan oleh siapapun.kami harap respon positif dari pemerintah, terima kasih",Sosial,"Judul: Dinsos Kedai Selingkuh
Laporan: Kami sebagai masyarakat sampang menolak keras jika kemensos dinsos sampang mempekerjakan pasangan selingkuh yang sudah jelas merusak rumah tangga. masih dikontrak (tidak dipecat) yg bernama abd halim dan sri wahyuni. apakah dalam kontrak kerja ppkh perselingkuhan di legalkan? kami harap pihak berwenang segra memutuskan kontrak mereka apapun alasannya perselingkuhan tidak dibenarkan oleh siapapun.kami harap respon positif dari pemerintah, terima kasih",high,complaint,Dinsos Sampang,Pasangan selingkuh yang masih dikontrak,negatif,Masyarakat protes terhadap kontrak pekerjaan pasangan selingkuh.
6385720,Usaha Bengkel Las Di Lingkungan Tempat Tinggal,"Selamat siang pak wali kota, mohon ada penindakan oleh pihak yang berwenang terhadap bengkel las mandiri yang menimbulkan suara keras dan bau ketika pengecatan ke lingkungan sekitar. hal ini sangat mengganggu kenyamanan, kesehatan dan ketenteraman warga sekitar karena lokasinya berada di lokasi pemukiman warga. jl bdb belimbing rt 01 15, kelurahan cilangkap, kec tapos, depok. terima kasih.",Lingkungan,"Judul: Usaha Bengkel Las Di Lingkungan Tempat Tinggal
Laporan: Selamat siang pak wali kota, mohon ada penindakan oleh pihak yang berwenang terhadap bengkel las mandiri yang menimbulkan suara keras dan bau ketika pengecatan ke lingkungan sekitar. hal ini sangat mengganggu kenyamanan, kesehatan dan ketenteraman warga sekitar karena lokasinya berada di lokasi pemukiman warga. jl bdb belimbing rt 01 15, kelurahan cilangkap, kec tapos, depok. terima kasih.",medium,complaint,"jl bdb belimbing rt 01 15, kelurahan cilangkap, kec tapos, depok",bengkel las mandiri,negatif,Bengkel las mengganggu kenyamanan warga
6394018,Permintaan informasi tentang pengujian lab untuk komoditi bibit kerapu tujuan Jakarta melalui grup WA,"Pengguna Jasa pada group WA khusus untuk komunikasi antara BKIPM Medan I dengan pengguna jasa, meminta informasi tentang pengujian lab untuk komoditi bibit kerapu tujuan Jakarta",Lainnya,"Judul: Permintaan informasi tentang pengujian lab untuk komoditi bibit kerapu tujuan Jakarta melalui grup WA
Laporan: Pengguna Jasa pada group WA khusus untuk komunikasi antara BKIPM Medan I dengan pengguna jasa, meminta informasi tentang pengujian lab untuk komoditi bibit kerapu tujuan Jakarta",medium,question,,pengujian lab untuk bibit kerapu,netral,Pengguna Jasa meminta informasi tentang pengujian lab bibit kerapu.
6397858,"Banyaknya Lubang Di Jl. Hs.ronggo Waluyo, Sirnabaya, Telukjambe Timur, Karawang, Jawa Barat Berpotensi Memakan Korban Jiwa","Jl. hs.ronggo waluyo, sirnabaya, telukjambe timur, karawang, jawa baratmeminta pada instansi terkait untuk segera melakukan perbaikan jalan yang berlubang di alamat diatas. berpotensi memakan korban jiwa dan menghambat laju distribusi ekonomi penduduk setempat.",Infrastruktur,"Judul: Banyaknya Lubang Di Jl. Hs.ronggo Waluyo, Sirnabaya, Telukjambe Timur, Karawang, Jawa Barat Berpotensi Memakan Korban Jiwa
Laporan: Jl. hs.ronggo waluyo, sirnabaya, telukjambe timur, karawang, jawa baratmeminta pada instansi terkait untuk segera melakukan perbaikan jalan yang berlubang di alamat diatas. berpotensi memakan korban jiwa dan menghambat laju distribusi ekonomi penduduk setempat.",high,complaint,"jl. hs.ronggo waluyo, sirnabaya, telukjambe timur, karawang, jawa barat",lubang di jalan,negatif,Jalan berlubang di Sirnabaya berpotensi membahayakan.
6408766,Tenaga Kesehatan Puskesmas Megaluh Kurang Peduli Terhadap Kesehatan Mental,"Selamat pagi. terima kasih atas kesediannya membaca pengaduan ini. hari kamis kemarin (9 3 23), saya bermaksud meminta surat rujukan ke poli psikologi rsud jombang karena di faskes i, puskesmas megaluh, belum ada layanan psikologi. sebelumnya saya menelusuri beberapa sumber terpercaya untuk memastikan bahwa layanan psikologi tercover dalam bpjs, bahkan salah satu sumber menyebutkan bahwa faskes i yang tidak memiliki poli psikologi kejiwaan bisa memberikan surat rujukan. saya merasa kecewa dengan respon yang diberikan oleh dokter umum di puskesmas megaluh. beliau mengatakan bahwa beliau sudah dibekali dengan ilmu psikologi, tetapi seolah-olah ilmu tersebut tidak menjawab kebutuhan saya. pertama, beliau melayani sambil bermain gadget. ini mengindikasikan bahwa sikap beliau tidak memberikan rasa nyaman untuk pasien bercerita. kedua, tidak memberikan privasi. sewaktu saya berkonsultasi dengan beliau, di ruang yang sama ada dua dokter dari poli lain dan pintu tidak ditutup, sehingga sangat memungkinkan staff lain mendengar percakapan saya dengan beliau. ketiga, perspektif beliau mengenai masalah kompleks hanya dialami oleh mereka yang sudah berkeluarga. saya menyimpulkan hal demikian dari pertanyaan beliau mengenai apakah saya sudah berkeluarga. meskipun diresepkan obat anti depresan dan dianjurkan kembali sepuluh hari kemudian jika kondisi tidak membaik, saya merasa kecewa dengan respon tenaga kesehatan di sana, khususnya dokter umum yang menangani. masalah kesehatan mental kurang mendapat perhatian dan seolah-olah layanan psikologis hanya bisa diakses oleh mereka-mereka yang mampu. pun tidak diberikan surat rujukan, saya bisa menerima.di luar itu semua, saya harus menunggu sekitar 1 jam untuk berkonsultasi dengan beliau (menunggu sekitar 30 menit untuk menunggu panggilan administrasi dan 30 menit untuk mendapat pelayanan kesehatan), padahal pasien tidak terlalu banyak sekitar 2 orang di depan saya.",Kesehatan,"Judul: Tenaga Kesehatan Puskesmas Megaluh Kurang Peduli Terhadap Kesehatan Mental
Laporan: Selamat pagi. terima kasih atas kesediannya membaca pengaduan ini. hari kamis kemarin (9 3 23), saya bermaksud meminta surat rujukan ke poli psikologi rsud jombang karena di faskes i, puskesmas megaluh, belum ada layanan psikologi. sebelumnya saya menelusuri beberapa sumber terpercaya untuk memastikan bahwa layanan psikologi tercover dalam bpjs, bahkan salah satu sumber menyebutkan bahwa faskes i yang tidak memiliki poli psikologi kejiwaan bisa memberikan surat rujukan. saya merasa kecewa dengan respon yang diberikan oleh dokter umum di puskesmas megaluh. beliau mengatakan bahwa beliau sudah dibekali dengan ilmu psikologi, tetapi seolah-olah ilmu tersebut tidak menjawab kebutuhan saya. pertama, beliau melayani sambil bermain gadget. ini mengindikasikan bahwa sikap beliau tidak memberikan rasa nyaman untuk pasien bercerita. kedua, tidak memberikan privasi. sewaktu saya berkonsultasi dengan beliau, di ruang yang sama ada dua dokter dari poli lain dan pintu tidak ditutup, sehingga sangat memungkinkan staff lain mendengar percakapan saya dengan beliau. ketiga, perspektif beliau mengenai masalah kompleks hanya dialami oleh mereka yang sudah berkeluarga. saya menyimpulkan hal demikian dari pertanyaan beliau mengenai apakah saya sudah berkeluarga. meskipun diresepkan obat anti depresan dan dianjurkan kembali sepuluh hari kemudian jika kondisi tidak membaik, saya merasa kecewa dengan respon tenaga kesehatan di sana, khususnya dokter umum yang menangani. masalah kesehatan mental kurang mendapat perhatian dan seolah-olah layanan psikologis hanya bisa diakses oleh mereka-mereka yang mampu. pun tidak diberikan surat rujukan, saya bisa menerima.di luar itu semua, saya harus menunggu sekitar 1 jam untuk berkonsultasi dengan beliau (menunggu sekitar 30 menit untuk menunggu panggilan administrasi dan 30 menit untuk mendapat pelayanan kesehatan), padahal pasien tidak terlalu banyak sekitar 2 orang di depan saya.",medium,complaint,puskesmas megaluh,layanan psikologi,negatif,Puskesmas Megaluh tidak memberikan surat rujukan psikologi meski BPJS menutupinya.
6409243,Kontak Layanan Dukcapil Kab Cirebon,"Selamat siang,saya ingin mengeluhkan lembaga dukcapil kab cirebon yang tidak memiliki kontak layanan yg bisa dihubungi.hal ini menyulitkan kami warga, terutama yg sudah berdomisili di jakarta.kami jadi tidak bisa bertanya terkait prosedur, syarat2 dan dokumen yg harus dibawa untuk mengurus data kependudukan.setidaknya ada nomor kontak whatsapp atau email yang bisa menjawab pertanyaan kami.mohon hal ini bisa jadi perbaikan untuk lembaga dukcapil kab cirebon supaya memiliki kontak layanan yang bisa dihubungi untuk melayani masyarakat.terima kasih",Administrasi,"Judul: Kontak Layanan Dukcapil Kab Cirebon
Laporan: Selamat siang,saya ingin mengeluhkan lembaga dukcapil kab cirebon yang tidak memiliki kontak layanan yg bisa dihubungi.hal ini menyulitkan kami warga, terutama yg sudah berdomisili di jakarta.kami jadi tidak bisa bertanya terkait prosedur, syarat2 dan dokumen yg harus dibawa untuk mengurus data kependudukan.setidaknya ada nomor kontak whatsapp atau email yang bisa menjawab pertanyaan kami.mohon hal ini bisa jadi perbaikan untuk lembaga dukcapil kab cirebon supaya memiliki kontak layanan yang bisa dihubungi untuk melayani masyarakat.terima kasih",medium,suggestion,Kab Cirebon,kontak layanan Dukcapil,negatif,Warga minta kontak layanan Dukcapil Kab Cirebon.
